brand_and_model,km_driven,fuel_type,transmission,all_spec_1,all_spec_2,price
2015 Skoda Superb Elegance 1.8 TSI AT,57K km, · Petrol, · Automatic,,"Mileage (ARAI)
13.1 kmpl
Ground clearance
159 mm
Boot space
565 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
158 bhp
VIEW ALL SPECIFICATIONS",₹10.33 Lakh
2012 Maruti Suzuki Swift Dzire VXI,60K km, · Petrol, · Manual,,"Mileage (ARAI)
19.1 kmpl
Ground clearance
170 mm
Boot space
320 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
85.8 bhp
VIEW ALL SPECIFICATIONS",₹4.36 Lakh
2022 Maruti Suzuki Alto K10 VXI,9K km, · Petrol, · Manual,"Displacement
998 cc
VIEW ALL SPECIFICATIONS",,₹5.48 Lakh
2017 Hyundai Elite i20 Asta 1.2,61K km, · Petrol, · Manual,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",,₹6.33 Lakh
2016 Hyundai Santa Fe 2 WD AT,94K km, · Diesel, · Automatic,"Seating capacity
7 units
Fuel tank capacity
64 litres
Displacement
2199 cc
VIEW ALL SPECIFICATIONS",,₹12.69 Lakh
2018 Mahindra XUV500 W10,87K km, · Diesel, · Manual,"Mileage (ARAI)
16 kmpl
Ground clearance
200 mm
Seating capacity
7 units
Fuel tank capacity
70 litres
Max power
140 bhp
Max torque
330 nm
VIEW ALL SPECIFICATIONS",,₹13.57 Lakh
2014 Toyota Corolla Altis G Diesel,96K km, · Diesel, · Manual,"Mileage (ARAI)
21.3 kmpl
Ground clearance
175 mm
Boot space
470 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
87 bhp
VIEW ALL SPECIFICATIONS",,₹8.12 Lakh
2021 Renault Kwid 1.0 RXT Opt,9K km, · Petrol, · Manual,"Mileage (ARAI)
22 kmpl
Ground clearance
180 mm
Boot space
279 litres
Seating capacity
5 units
Fuel tank capacity
28 litres
Max power
67 bhp
VIEW ALL SPECIFICATIONS",,₹4.55 Lakh
2018 Hyundai Xcent SX Petrol,33K km, · Petrol, · Manual,"Mileage (ARAI)
20.14 kmpl
Ground clearance
165 mm
Boot space
407 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81.86 bhp
VIEW ALL SPECIFICATIONS",,₹6.30 Lakh
2015 Hyundai Elite i20 Asta 1.2,39K km, · Petrol, · Manual,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",,₹5.94 Lakh
2012 Honda City 1.5 V MT,39K km, · Petrol, · Manual,"Mileage (ARAI)
16.8 kmpl
Seating capacity
5 units
Fuel tank capacity
42 litres
Displacement
1497 cc
VIEW ALL SPECIFICATIONS",,₹4.72 Lakh
2018 Mahindra XUV500 W11 AT,29K km, · Diesel, · Automatic,"Mileage (ARAI)
15.1 kmpl
Ground clearance
200 mm
Seating capacity
7 units
Fuel tank capacity
70 litres
Max power
152.87 bhp
Max torque
360 nm
VIEW ALL SPECIFICATIONS",,₹15.13 Lakh
2013 Hyundai i20 Asta 1.4 CRDI,54K km, · Diesel, · Manual,"Mileage (ARAI)
21.93 kmpl
Ground clearance
165 mm
Boot space
295 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
89 bhp
VIEW ALL SPECIFICATIONS",,₹4.32 Lakh
2021 Maruti Suzuki S-Presso VXI Plus AT,7K km, · Petrol, · Automatic,"Mileage (ARAI)
21.7 kmpl
Ground clearance
180 mm
Boot space
270 litres
Seating capacity
5 units
Fuel tank capacity
27 litres
Displacement
998 cc
VIEW ALL SPECIFICATIONS",,₹4.99 Lakh
2019 Kia Seltos HTX G,39K km, · Petrol, · Manual,,"Mileage (ARAI)
16.8 kmpl
Boot space
433 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
113.4 bhp
Max torque
114 nm
VIEW ALL SPECIFICATIONS",₹12.62 Lakh
2020 Maruti Suzuki S-Presso VXI Plus AT,7K km, · Petrol, · Automatic,"Mileage (ARAI)
21.7 kmpl
Ground clearance
180 mm
Boot space
270 litres
Seating capacity
5 units
Fuel tank capacity
27 litres
Displacement
998 cc
VIEW ALL SPECIFICATIONS",,₹4.85 Lakh
2018 Tata Nexon XZ Plus Dual Tone Roof Diesel,35K km, · Diesel, · Manual,"Mileage (ARAI)
21.5 kmpl
Ground clearance
209 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
44 litres
Max power
108.5 bhp
VIEW ALL SPECIFICATIONS",,₹8.96 Lakh
2020 MG Motors Gloster Sharp 2.0 Twin Turbo 7 STR 4WD,30K km, · Diesel, · Automatic,"Displacement
1996 cc
VIEW ALL SPECIFICATIONS",,₹34.48 Lakh
2020 Kia Sonet HTX 1.0 iMT,18K km, · Petrol, · Manual,,"Mileage (ARAI)
18.2 kmpl
Ground clearance
205 mm
Boot space
392 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Displacement
998 cc
VIEW ALL SPECIFICATIONS",₹10.22 Lakh
2013 Hyundai Verna Fluidic 1.6 CRDi SX,98K km, · Diesel, · Manual,"Mileage (ARAI)
21.9 kmpl
Ground clearance
170 mm
Boot space
465 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
126 bhp
VIEW ALL SPECIFICATIONS",,₹5.26 Lakh
2015 Skoda Superb Elegance 1.8 TSI AT,57K km, · Petrol, · Automatic,,"Mileage (ARAI)
13.1 kmpl
Ground clearance
159 mm
Boot space
565 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
158 bhp
VIEW ALL SPECIFICATIONS",₹10.33 Lakh
2012 Maruti Suzuki Swift Dzire VXI,60K km, · Petrol, · Manual,,"Mileage (ARAI)
19.1 kmpl
Ground clearance
170 mm
Boot space
320 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
85.8 bhp
VIEW ALL SPECIFICATIONS",₹4.36 Lakh
2022 Maruti Suzuki Alto K10 VXI,9K km, · Petrol, · Manual,"Displacement
998 cc
VIEW ALL SPECIFICATIONS",,₹5.48 Lakh
2017 Hyundai Elite i20 Asta 1.2,61K km, · Petrol, · Manual,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",,₹6.33 Lakh
2016 Hyundai Santa Fe 2 WD AT,94K km, · Diesel, · Automatic,"Seating capacity
7 units
Fuel tank capacity
64 litres
Displacement
2199 cc
VIEW ALL SPECIFICATIONS",,₹12.69 Lakh
2018 Mahindra XUV500 W10,87K km, · Diesel, · Manual,"Mileage (ARAI)
16 kmpl
Ground clearance
200 mm
Seating capacity
7 units
Fuel tank capacity
70 litres
Max power
140 bhp
Max torque
330 nm
VIEW ALL SPECIFICATIONS",,₹13.57 Lakh
2014 Toyota Corolla Altis G Diesel,96K km, · Diesel, · Manual,"Mileage (ARAI)
21.3 kmpl
Ground clearance
175 mm
Boot space
470 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
87 bhp
VIEW ALL SPECIFICATIONS",,₹8.12 Lakh
2021 Renault Kwid 1.0 RXT Opt,9K km, · Petrol, · Manual,"Mileage (ARAI)
22 kmpl
Ground clearance
180 mm
Boot space
279 litres
Seating capacity
5 units
Fuel tank capacity
28 litres
Max power
67 bhp
VIEW ALL SPECIFICATIONS",,₹4.55 Lakh
2018 Hyundai Xcent SX Petrol,33K km, · Petrol, · Manual,"Mileage (ARAI)
20.14 kmpl
Ground clearance
165 mm
Boot space
407 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81.86 bhp
VIEW ALL SPECIFICATIONS",,₹6.30 Lakh
2015 Hyundai Elite i20 Asta 1.2,39K km, · Petrol, · Manual,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",,₹5.94 Lakh
2012 Honda City 1.5 V MT,39K km, · Petrol, · Manual,"Mileage (ARAI)
16.8 kmpl
Seating capacity
5 units
Fuel tank capacity
42 litres
Displacement
1497 cc
VIEW ALL SPECIFICATIONS",,₹4.72 Lakh
2014 Renault Duster 85 PS RxL (Opt),72K km, · Diesel, · Manual,"Mileage (ARAI)
20.45 kmpl
Ground clearance
205 mm
Boot space
475 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
84 bhp
VIEW ALL SPECIFICATIONS",,₹6.31 Lakh
2021 Tata Nexon XM S Petrol,14K km, · Petrol, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
209 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
44 litres
Displacement
1199 cc
VIEW ALL SPECIFICATIONS",₹8.83 Lakh
2013 Maruti Suzuki Alto 800 LXI,56K km, · Petrol, · Manual,,"Mileage (ARAI)
22.74 kmpl
Ground clearance
160 mm
Boot space
177 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
47.3 bhp
VIEW ALL SPECIFICATIONS",₹2.41 Lakh
2020 Tata Harrier XZ Plus,17K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
167.67 bhp
VIEW ALL SPECIFICATIONS",₹18.01 Lakh
2018 Renault Kwid RXL,35K km, · Petrol, · Manual,,"Mileage (ARAI)
25.17 kmpl
Ground clearance
180 mm
Boot space
300 litres
Seating capacity
5 units
Fuel tank capacity
28 litres
Max power
53.3 bhp
VIEW ALL SPECIFICATIONS",₹3.38 Lakh
2016 Hyundai Creta 1.6 SX Plus Auto Petrol,92K km, · Petrol, · Automatic,,"Mileage (ARAI)
15.29 kmpl
Ground clearance
190 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
122 bhp
VIEW ALL SPECIFICATIONS",₹8.95 Lakh
2012 Maruti Suzuki Wagon R 1.0 VXI,39K km, · Petrol, · Manual,,"Mileage (ARAI)
18.9 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
67.1 bhp
Max torque
90 nm
VIEW ALL SPECIFICATIONS",₹3.14 Lakh
