,brand_and_model,km_driven,fuel_type,transmission,all_spec_1,all_spec_2,price
3503,2018 Tata Nexon XZ Plus Dual Tone Roof Diesel,35K km, · Diesel, · Manual,"Mileage (ARAI)
21.5 kmpl
Ground clearance
209 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
44 litres
Max power
108.5 bhp
VIEW ALL SPECIFICATIONS",,₹8.96 Lakh
3504,2020 MG Motors Gloster Sharp 2.0 Twin Turbo 7 STR 4WD,30K km, · Diesel, · Automatic,"Displacement
1996 cc
VIEW ALL SPECIFICATIONS",,₹34.48 Lakh
3505,2020 Kia Sonet HTX 1.0 iMT,18K km, · Petrol, · Manual,,"Mileage (ARAI)
18.2 kmpl
Ground clearance
205 mm
Boot space
392 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Displacement
998 cc
VIEW ALL SPECIFICATIONS",₹10.22 Lakh
3506,2013 Hyundai Verna Fluidic 1.6 CRDi SX,98K km, · Diesel, · Manual,"Mileage (ARAI)
21.9 kmpl
Ground clearance
170 mm
Boot space
465 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
126 bhp
VIEW ALL SPECIFICATIONS",,₹5.26 Lakh
3507,2015 Skoda Superb Elegance 1.8 TSI AT,57K km, · Petrol, · Automatic,,"Mileage (ARAI)
13.1 kmpl
Ground clearance
159 mm
Boot space
565 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
158 bhp
VIEW ALL SPECIFICATIONS",₹10.33 Lakh
3508,2012 Maruti Suzuki Swift Dzire VXI,60K km, · Petrol, · Manual,,"Mileage (ARAI)
19.1 kmpl
Ground clearance
170 mm
Boot space
320 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
85.8 bhp
VIEW ALL SPECIFICATIONS",₹4.36 Lakh
3509,2022 Maruti Suzuki Alto K10 VXI,9K km, · Petrol, · Manual,"Displacement
998 cc
VIEW ALL SPECIFICATIONS",,₹5.48 Lakh
3510,2017 Hyundai Elite i20 Asta 1.2,61K km, · Petrol, · Manual,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",,₹6.33 Lakh
3511,2016 Hyundai Santa Fe 2 WD AT,94K km, · Diesel, · Automatic,"Seating capacity
7 units
Fuel tank capacity
64 litres
Displacement
2199 cc
VIEW ALL SPECIFICATIONS",,₹12.69 Lakh
3512,2018 Mahindra XUV500 W10,87K km, · Diesel, · Manual,"Mileage (ARAI)
16 kmpl
Ground clearance
200 mm
Seating capacity
7 units
Fuel tank capacity
70 litres
Max power
140 bhp
Max torque
330 nm
VIEW ALL SPECIFICATIONS",,₹13.57 Lakh
3513,2014 Toyota Corolla Altis G Diesel,96K km, · Diesel, · Manual,"Mileage (ARAI)
21.3 kmpl
Ground clearance
175 mm
Boot space
470 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
87 bhp
VIEW ALL SPECIFICATIONS",,₹8.12 Lakh
3514,2021 Renault Kwid 1.0 RXT Opt,9K km, · Petrol, · Manual,"Mileage (ARAI)
22 kmpl
Ground clearance
180 mm
Boot space
279 litres
Seating capacity
5 units
Fuel tank capacity
28 litres
Max power
67 bhp
VIEW ALL SPECIFICATIONS",,₹4.55 Lakh
3515,2018 Hyundai Xcent SX Petrol,33K km, · Petrol, · Manual,"Mileage (ARAI)
20.14 kmpl
Ground clearance
165 mm
Boot space
407 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81.86 bhp
VIEW ALL SPECIFICATIONS",,₹6.30 Lakh
3516,2015 Hyundai Elite i20 Asta 1.2,39K km, · Petrol, · Manual,"Mileage (ARAI)
18.6 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",,₹5.94 Lakh
3517,2012 Honda City 1.5 V MT,39K km, · Petrol, · Manual,"Mileage (ARAI)
16.8 kmpl
Seating capacity
5 units
Fuel tank capacity
42 litres
Displacement
1497 cc
VIEW ALL SPECIFICATIONS",,₹4.72 Lakh
3518,2014 Renault Duster 85 PS RxL (Opt),72K km, · Diesel, · Manual,"Mileage (ARAI)
20.45 kmpl
Ground clearance
205 mm
Boot space
475 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
84 bhp
VIEW ALL SPECIFICATIONS",,₹6.31 Lakh
3519,2021 Tata Nexon XM S Petrol,14K km, · Petrol, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
209 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
44 litres
Displacement
1199 cc
VIEW ALL SPECIFICATIONS",₹8.83 Lakh
3520,2013 Maruti Suzuki Alto 800 LXI,56K km, · Petrol, · Manual,,"Mileage (ARAI)
22.74 kmpl
Ground clearance
160 mm
Boot space
177 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
47.3 bhp
VIEW ALL SPECIFICATIONS",₹2.41 Lakh
3521,2020 Tata Harrier XZ Plus,17K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
167.67 bhp
VIEW ALL SPECIFICATIONS",₹18.01 Lakh
3522,2018 Renault Kwid RXL,35K km, · Petrol, · Manual,,"Mileage (ARAI)
25.17 kmpl
Ground clearance
180 mm
Boot space
300 litres
Seating capacity
5 units
Fuel tank capacity
28 litres
Max power
53.3 bhp
VIEW ALL SPECIFICATIONS",₹3.38 Lakh
3523,2016 Hyundai Creta 1.6 SX Plus Auto Petrol,92K km, · Petrol, · Automatic,,"Mileage (ARAI)
15.29 kmpl
Ground clearance
190 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
122 bhp
VIEW ALL SPECIFICATIONS",₹8.95 Lakh
3524,2012 Maruti Suzuki Wagon R 1.0 VXI,39K km, · Petrol, · Manual,,"Mileage (ARAI)
18.9 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
67.1 bhp
Max torque
90 nm
VIEW ALL SPECIFICATIONS",₹3.14 Lakh
3525,2022 Maruti Suzuki Wagon R 1.2 ZXI,10K km, · Petrol, · Manual,,"Mileage (ARAI)
20.52 kmpl
Boot space
341 litres
Seating capacity
5 units
Fuel tank capacity
32 litres
Max power
88 bhp
Max torque
113 nm
VIEW ALL SPECIFICATIONS",₹5.85 Lakh
3526,2017 Volkswagen Polo Highline1.2L (P),41K km, · Petrol, · Manual,,"Mileage (ARAI)
16.2 kmpl
Ground clearance
165 mm
Boot space
280 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",₹6.01 Lakh
3527,2016 Hyundai Creta 1.6 SX Plus,62K km, · Diesel, · Manual,,"Mileage (ARAI)
19.67 kmpl
Ground clearance
190 mm
Seating capacity
5 units
Fuel tank capacity
60 litres
Max power
126 bhp
Max torque
265 nm
VIEW ALL SPECIFICATIONS",₹9.78 Lakh
3528,2015 Maruti Suzuki S-Cross Alpha 1.6,78K km, · Diesel, · Manual,"Mileage (ARAI)
22.07 kmpl
Ground clearance
180 mm
Boot space
353 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
118 bhp
VIEW ALL SPECIFICATIONS",,₹6.84 Lakh
3529,2017 Skoda Rapid New Style TDI AT,77K km, · Diesel, · Automatic,,"Mileage (ARAI)
21.14 kmpl
Ground clearance
163 mm
Boot space
460 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
103 bhp
VIEW ALL SPECIFICATIONS",₹9.26 Lakh
3530,2020 Ford Figo Aspire Titanium 1.2 Ti-VCT,28K km, · Petrol, · Manual,,"Mileage (ARAI)
18.5 kmpl
Ground clearance
174 mm
Boot space
359 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Displacement
1194 cc
VIEW ALL SPECIFICATIONS",₹6.61 Lakh
3531,2019 Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG,22K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
19.77 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
81 bhp
Max torque
114 nm
VIEW ALL SPECIFICATIONS",₹5.83 Lakh
3532,2020 Honda WR-V i-VTEC VX,28K km, · Petrol, · Manual,,"Mileage (ARAI)
16.5 kmpl
Ground clearance
188 mm
Boot space
363 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Displacement
1199 cc
VIEW ALL SPECIFICATIONS",₹8.40 Lakh
3533,2011 Maruti Suzuki Wagon R 1.0 VXI,24K km, · Petrol, · Manual,,"Mileage (ARAI)
18.9 kmpl
Ground clearance
165 mm
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
67.1 bhp
Max torque
90 nm
VIEW ALL SPECIFICATIONS",₹2.89 Lakh
3534,2019 Tata Harrier XZ,62K km, · Diesel, · Manual,,"Mileage (ARAI)
17 kmpl
Ground clearance
205 mm
Boot space
425 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Max power
138 bhp
VIEW ALL SPECIFICATIONS",₹14.56 Lakh
3535,2020 Renault Duster RXZ Petrol,60K km, · Petrol, · Manual,"Mileage (ARAI)
16.42 kmpl
Ground clearance
205 mm
Boot space
475 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Displacement
1498 cc
VIEW ALL SPECIFICATIONS",,₹8.38 Lakh
3536,2018 Maruti Suzuki Ciaz Alpha 1.3 Diesel,67K km, · Diesel, · Manual,,"Mileage (ARAI)
28.09 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
88.5 bhp
VIEW ALL SPECIFICATIONS",₹8.65 Lakh
3537,2019 Honda City VX,23K km, · Petrol, · Manual,,"Mileage (ARAI)
17.4 kmpl
Ground clearance
165 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
117.6 bhp
VIEW ALL SPECIFICATIONS",₹9.68 Lakh
3538,2018 Mahindra XUV500 W9 AT,67K km, · Diesel, · Automatic,"Mileage (ARAI)
15.1 kmpl
Ground clearance
200 mm
Seating capacity
7 units
Fuel tank capacity
70 litres
Displacement
2179 cc
VIEW ALL SPECIFICATIONS",,₹11.69 Lakh
3539,2014 Honda City V,62K km, · Petrol, · Manual,,"Mileage (ARAI)
17.8 kmpl
Ground clearance
165 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
117.3 bhp
VIEW ALL SPECIFICATIONS",₹5.24 Lakh
3540,2019 Maruti Suzuki Vitara Brezza ZDi,30K km, · Diesel, · Manual,"Mileage (ARAI)
24.3 kmpl
Ground clearance
198 mm
Boot space
328 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
89 bhp
VIEW ALL SPECIFICATIONS",,₹9.71 Lakh
3541,2014 Chevrolet Sail U-VA 1.2 LS,42K km, · Petrol, · Manual,,"Mileage (ARAI)
18.2 kmpl
Seating capacity
5 units
Fuel tank capacity
42 litres
Displacement
1199 cc
VIEW ALL SPECIFICATIONS",₹2.35 Lakh
3542,2014 Toyota Corolla Altis VL AT Petrol,69K km, · Petrol, · Automatic,,"Mileage (ARAI)
16.7 kmpl
Ground clearance
175 mm
Boot space
470 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
38 bhp
VIEW ALL SPECIFICATIONS",₹8.30 Lakh
3543,2015 Maruti Suzuki Swift Dzire ZDI,114K km, · Diesel, · Manual,,"Mileage (ARAI)
23.4 kmpl
Ground clearance
170 mm
Boot space
320 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",₹4.99 Lakh
3544,2015 Maruti Suzuki Baleno Alpha Petrol,51K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.10 Lakh
3545,2021 Maruti Suzuki Baleno Zeta Petrol,28K km, · Petrol, · Manual,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.79 Lakh
3546,2019 Mahindra XUV 300 W6 Diesel,81K km, · Diesel, · Manual,,"Ground clearance
180 mm
Boot space
259 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Displacement
1497 cc
VIEW ALL SPECIFICATIONS",₹7.54 Lakh
3547,2014 Honda Mobilio S Petrol,71K km, · Petrol, · Manual,,"Mileage (ARAI)
17.3 kmpl
Ground clearance
189 mm
Seating capacity
7 units
Fuel tank capacity
42 litres
Max power
118 bhp
Max torque
145 nm
VIEW ALL SPECIFICATIONS",₹4.90 Lakh
3548,2015 Honda Brio S MT,94K km, · Petrol, · Manual,,"Mileage (ARAI)
19.4 kmpl
Ground clearance
165 mm
Boot space
175 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
86.8 bhp
VIEW ALL SPECIFICATIONS",₹3.33 Lakh
3549,2015 Chevrolet Beat LS Petrol,60K km, · Petrol, · Manual,,"Mileage (ARAI)
18.6 kmpl
Ground clearance
165 mm
Boot space
170 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
79 bhp
VIEW ALL SPECIFICATIONS",₹2.43 Lakh
3550,2015 Toyota Etios Liva G,42K km, · Petrol, · Manual,"Mileage (ARAI)
17.71 kmpl
Ground clearance
170 mm
Boot space
251 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
80 bhp
VIEW ALL SPECIFICATIONS",,₹3.81 Lakh
3551,2020 Hyundai Venue SX 1.0 (O) Turbo,81K km, · Petrol, · Manual,"Mileage (ARAI)
18.27 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹8.29 Lakh
3552,2021 Ford EcoSport SE 1.5L TDCi,75K km, · Diesel, · Manual,,"Displacement
1498 cc
VIEW ALL SPECIFICATIONS",₹9.27 Lakh
3553,2020 Maruti Suzuki Baleno Zeta AT Petrol,55K km, · Petrol, · Automatic,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹7.03 Lakh
3554,2019 Maruti Suzuki New Ertiga ZDI +,69K km, · Diesel, · Manual,"Mileage (ARAI)
25.47 kmpl
Boot space
209 litres
Seating capacity
7 units
Fuel tank capacity
45 litres
Max power
88.50 bhp
Max torque
200 nm
VIEW ALL SPECIFICATIONS",,₹11.58 Lakh
3555,2018 Maruti Suzuki Dzire ZXI,74K km, · Petrol, · Manual,"Mileage (ARAI)
23.26 kmpl
Ground clearance
163 mm
Boot space
378 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
88.50 bhp
VIEW ALL SPECIFICATIONS",,₹5.89 Lakh
3556,2021 Maruti Suzuki Baleno Zeta Petrol,29K km, · Petrol, · Manual,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.81 Lakh
3557,2019 Maruti Suzuki Ciaz Alpha 1.5 Diesel,54K km, · Diesel, · Manual,,"Mileage (ARAI)
26.82 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
94 bhp
VIEW ALL SPECIFICATIONS",₹9.17 Lakh
3558,2018 Mahindra XUV500 W9 AT,67K km, · Diesel, · Automatic,"Mileage (ARAI)
15.1 kmpl
Ground clearance
200 mm
Seating capacity
7 units
Fuel tank capacity
70 litres
Displacement
2179 cc
VIEW ALL SPECIFICATIONS",,₹11.69 Lakh
3559,2014 Honda City V,62K km, · Petrol, · Manual,,"Mileage (ARAI)
17.8 kmpl
Ground clearance
165 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
117.3 bhp
VIEW ALL SPECIFICATIONS",₹5.24 Lakh
3560,2019 Maruti Suzuki Vitara Brezza ZDi,30K km, · Diesel, · Manual,"Mileage (ARAI)
24.3 kmpl
Ground clearance
198 mm
Boot space
328 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
89 bhp
VIEW ALL SPECIFICATIONS",,₹9.71 Lakh
3561,2014 Chevrolet Sail U-VA 1.2 LS,42K km, · Petrol, · Manual,,"Mileage (ARAI)
18.2 kmpl
Seating capacity
5 units
Fuel tank capacity
42 litres
Displacement
1199 cc
VIEW ALL SPECIFICATIONS",₹2.35 Lakh
3562,2014 Toyota Corolla Altis VL AT Petrol,69K km, · Petrol, · Automatic,,"Mileage (ARAI)
16.7 kmpl
Ground clearance
175 mm
Boot space
470 litres
Seating capacity
5 units
Fuel tank capacity
55 litres
Max power
38 bhp
VIEW ALL SPECIFICATIONS",₹8.30 Lakh
3563,2015 Maruti Suzuki Swift Dzire ZDI,114K km, · Diesel, · Manual,,"Mileage (ARAI)
23.4 kmpl
Ground clearance
170 mm
Boot space
320 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",₹4.99 Lakh
3564,2015 Maruti Suzuki Baleno Alpha Petrol,51K km, · Petrol, · Manual,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹5.10 Lakh
3565,2021 Maruti Suzuki Baleno Zeta Petrol,28K km, · Petrol, · Manual,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.79 Lakh
3566,2019 Mahindra XUV 300 W6 Diesel,81K km, · Diesel, · Manual,,"Ground clearance
180 mm
Boot space
259 litres
Seating capacity
5 units
Fuel tank capacity
42 litres
Displacement
1497 cc
VIEW ALL SPECIFICATIONS",₹7.54 Lakh
3567,2014 Honda Mobilio S Petrol,71K km, · Petrol, · Manual,,"Mileage (ARAI)
17.3 kmpl
Ground clearance
189 mm
Seating capacity
7 units
Fuel tank capacity
42 litres
Max power
118 bhp
Max torque
145 nm
VIEW ALL SPECIFICATIONS",₹4.90 Lakh
3568,2015 Honda Brio S MT,94K km, · Petrol, · Manual,,"Mileage (ARAI)
19.4 kmpl
Ground clearance
165 mm
Boot space
175 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
86.8 bhp
VIEW ALL SPECIFICATIONS",₹3.33 Lakh
3569,2015 Chevrolet Beat LS Petrol,60K km, · Petrol, · Manual,,"Mileage (ARAI)
18.6 kmpl
Ground clearance
165 mm
Boot space
170 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
79 bhp
VIEW ALL SPECIFICATIONS",₹2.43 Lakh
3570,2015 Toyota Etios Liva G,42K km, · Petrol, · Manual,"Mileage (ARAI)
17.71 kmpl
Ground clearance
170 mm
Boot space
251 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
80 bhp
VIEW ALL SPECIFICATIONS",,₹3.81 Lakh
3571,2020 Hyundai Venue SX 1.0 (O) Turbo,81K km, · Petrol, · Manual,"Mileage (ARAI)
18.27 kmpl
Ground clearance
195 mm
Boot space
350 litres
Seating capacity
5 units
Fuel tank capacity
45 litres
Max power
118.35 bhp
VIEW ALL SPECIFICATIONS",,₹8.29 Lakh
3572,2021 Ford EcoSport SE 1.5L TDCi,75K km, · Diesel, · Manual,,"Displacement
1498 cc
VIEW ALL SPECIFICATIONS",₹9.27 Lakh
3573,2020 Maruti Suzuki Baleno Zeta AT Petrol,55K km, · Petrol, · Automatic,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",,₹7.03 Lakh
3574,2019 Maruti Suzuki New Ertiga ZDI +,69K km, · Diesel, · Manual,"Mileage (ARAI)
25.47 kmpl
Boot space
209 litres
Seating capacity
7 units
Fuel tank capacity
45 litres
Max power
88.50 bhp
Max torque
200 nm
VIEW ALL SPECIFICATIONS",,₹11.58 Lakh
3575,2018 Maruti Suzuki Dzire ZXI,74K km, · Petrol, · Manual,"Mileage (ARAI)
23.26 kmpl
Ground clearance
163 mm
Boot space
378 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
88.50 bhp
VIEW ALL SPECIFICATIONS",,₹5.89 Lakh
3576,2021 Maruti Suzuki Baleno Zeta Petrol,29K km, · Petrol, · Manual,,"Mileage (ARAI)
21.01 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
81.80 bhp
VIEW ALL SPECIFICATIONS",₹6.81 Lakh
3577,2019 Maruti Suzuki Ciaz Alpha 1.5 Diesel,54K km, · Diesel, · Manual,,"Mileage (ARAI)
26.82 kmpl
Ground clearance
170 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
43 litres
Max power
94 bhp
VIEW ALL SPECIFICATIONS",₹9.17 Lakh
3578,2015 Honda Amaze 1.2 VX i-VTEC,59K km, · Petrol, · Manual,,"Mileage (ARAI)
18 kmpl
Ground clearance
165 mm
Boot space
400 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
86.9 bhp
VIEW ALL SPECIFICATIONS",₹4 Lakh
3579,2020 Mahindra XUV 300 W8 AMT (O) Diesel,46K km, · Diesel, · Automatic,"Mileage (ARAI)
20 kmpl
Ground clearance
180 mm
Seating capacity
5 units
Fuel tank capacity
42 litres
Max power
115 bhp
Max torque
300 nm
VIEW ALL SPECIFICATIONS",,₹11.21 Lakh
3580,2017 Honda Amaze 1.5 S (O),87K km, · Diesel, · Manual,,"Seating capacity
5 units
Fuel tank capacity
35 litres
Displacement
1498 cc
VIEW ALL SPECIFICATIONS",₹4.61 Lakh
3581,2020 Hyundai Elite i20 Sportz Plus 1.2,51K km, · Petrol, · Manual,"Mileage (ARAI)
19.8 kmpl
Ground clearance
170 mm
Boot space
285 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
82 bhp
VIEW ALL SPECIFICATIONS",,₹6.65 Lakh
3582,2016 Maruti Suzuki Baleno Zeta Diesel,72K km, · Diesel, · Manual,"Mileage (ARAI)
27.39 kmpl
Ground clearance
170 mm
Boot space
339 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
74 bhp
VIEW ALL SPECIFICATIONS",,₹6.10 Lakh
3583,2016 Honda City V,105K km, · Petrol, · Manual,,"Mileage (ARAI)
17.8 kmpl
Ground clearance
165 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
117.3 bhp
VIEW ALL SPECIFICATIONS",₹5.74 Lakh
3584,2022 Honda City SV,4K km, · Petrol, · Manual,"Ground clearance
165 mm
Boot space
510 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Displacement
1497 cc
VIEW ALL SPECIFICATIONS",,₹9.85 Lakh
3585,2022 Honda City ZX CVT,17K km, · Petrol, · Automatic,,"Mileage (ARAI)
18.4 kmpl
Boot space
506 litres
Seating capacity
5 units
Fuel tank capacity
40 litres
Max power
119.35 bhp
Max torque
145 nm
VIEW ALL SPECIFICATIONS",₹13.83 Lakh
3586,2017 Renault Duster RXS CVT Petrol,37K km, · Petrol, · Automatic,,"Mileage (ARAI)
15 kmpl
Ground clearance
205 mm
Boot space
475 litres
Seating capacity
5 units
Fuel tank capacity
50 litres
Displacement
1498 cc
VIEW ALL SPECIFICATIONS",₹6.62 Lakh
3587,2017 Maruti Suzuki Vitara Brezza VDi (O),62K km, · Diesel, · Manual,,"Mileage (ARAI)
24.3 kmpl
Ground clearance
198 mm
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
89 bhp
Max torque
200 nm
VIEW ALL SPECIFICATIONS",₹7.43 Lakh
3588,2021 Maruti Suzuki Celerio VXI,7K km, · Petrol, · Manual,,"Mileage (ARAI)
21.63 kmpl
Ground clearance
165 mm
Boot space
235 litres
Seating capacity
5 units
Fuel tank capacity
35 litres
Max power
67.04 bhp
VIEW ALL SPECIFICATIONS",₹5.09 Lakh
3589,2021 Hyundai New i20 Asta 1.0 Turbo IMT,17K km, · Petrol, · Manual,,"Mileage (ARAI)
20.2 kmpl
Ground clearance
170 mm
Boot space
311 litres
Seating capacity
5 units
Fuel tank capacity
37 litres
Max power
118 bhp
VIEW ALL SPECIFICATIONS",₹8.38 Lakh
3590,2017 Maruti Suzuki S-Cross Zeta 1.3,83K km, · Diesel, · Manual,,"Mileage (ARAI)
23.65 kmpl
Ground clearance
180 mm
Boot space
353 litres
Seating capacity
5 units
Fuel tank capacity
48 litres
Max power
89 bhp
VIEW ALL SPECIFICATIONS",₹6.65 Lakh
3591,2019 Hyundai New Santro 1.1 Sportz Petrol + CNG (outside fitted),37K km, · Petrol+cng, · Manual,,"Mileage (ARAI)
20.3 kmpl
Ground clearance
165 mm
Boot space
235 litres
Fuel tank capacity
35 litres
Max power
68.07 bhp
Max torque
99.07 nm
VIEW ALL SPECIFICATIONS",₹5.23 Lakh
